/sentences,,,,,,
/sentence/@id,/sentence/#id,/sentence/aspectTerms/aspectTerm/@from,/sentence/aspectTerms/aspectTerm/@polarity,/sentence/aspectTerms/aspectTerm/@term,/sentence/aspectTerms/aspectTerm/@to,/sentence/text
2071,1609,12,positive,customer support,28,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message."
2071,1609,129,neutral,performance,140,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message."
2071,1609,91,neutral,safety feature,105,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message."
644,1610,,,,,"I claim that this has no value to me, the laptop was new anyway."
1125,1611,,,,,Enough said.
186,1612,,,,,Not working = bad
67,1613,,,,,i would really recommend to any person out there to get this laptop cause its really worth it.
1720,1614,,,,,Otherwise this little notebook has met all my expectations.
2016,1615,,,,,My son said it popped up and he clicked update.
40,1616,,,,,I lost two items I was working on until I figured out what was happening.
2348,1617,4,positive,unibody design,18,The unibody design is edgy and durable.
1441,1618,8,negative,BOOTING UP,18,STOPPED BOOTING UP less than a week after my one-year warranty was up.
1441,1618,45,neutral,one-year warranty,62,STOPPED BOOTING UP less than a week after my one-year warranty was up.
2860,1619,13,positive,cost,17,"But, for the cost this is a winner."
2630,1620,,,,,"Let me tell you, this machine is great."
2842,1621,,,,,I have used a computer at work but having your own personal laptop is AWSOME!
91,1622,19,negative,charge,25,Later it held zero charge and its replacement worked for less than three months.
944,1623,,,,,"  The second issue I had with it occured a month later and it kept overheating, even if on for less than an hour!"
817,1624,12,negative,battery,19,"  Also, the battery does not last very long at all."
2683,1625,,,,,Good luck with your purchase options.
45,1626,,,,,"Buy this if you like being tortured, teased, frustrated and wasting twice as much time as you spent using your old Mac."
1108,1627,,,,,Very disappointed!
465,1628,,,,,They are asking me to ship the unit back to fix it at their site.
427,1629,57,conflict,software,65,"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often....."
427,1629,93,negative,software,101,"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often....."
3085,1630,33,neutral,price,38,I looked around and based off my price/features comparison from a brand I trusted I landed here.
3085,1630,39,neutral,features,47,I looked around and based off my price/features comparison from a brand I trusted I landed here.
1139,1631,44,negative,services,52,  I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.
1591,1632,7,positive,performance,18,Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.
1591,1632,84,positive,speed,89,Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.
1591,1632,40,positive,use,43,Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.
1067,1633,20,neutral,Bluetooth 3,31,Unless you need the Bluetooth 3.
536,1634,104,negative,warrenty,112,I was sorly disapointed to discover that HP (what I thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.
536,1634,122,negative,fan blade,131,I was sorly disapointed to discover that HP (what I thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.
1946,1635,,,,,That is pretty sad when they name them specifically.
1434,1636,59,negative,internet connection,78,"More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed."
1526,1637,,,,,No viruses.
2525,1638,,,,,It is everything that I would want in a computer.
293,1639,40,negative,external harddrives,59,Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.
2344,1640,,,,,"However, If I sound enthusiastic about this, I am!"
3037,1641,,,,,You will fall in love with it in no time.
2543,1642,,,,,i give this laptop a five star review i love it and it has done chams for me.
1905,1643,,,,,  They removed them and returned the computer to me.
2386,1644,28,negative,Windows 7 Starter,45,I don't understand why only Windows 7 Starter is included.
1981,1645,,,,,"On 3 July 2004, I purcased this model at Best Buy for about $150"
2881,1646,,,,,I went with him and we picked this one.
18,1647,36,positive,functionality,49,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs."
18,1647,54,positive,value,59,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs."
18,1647,144,positive,simplicity,154,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs."
18,1647,88,positive,look,92,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs."
1621,1648,,,,,This is my second MACBOOK PRO and it's better than ever.
1610,1649,29,positive,looking,36,My macbook is so much better looking and so thin!
998,1650,,,,,The notebook would not turn back on again.
2292,1651,12,positive,use,15,The ease of use is wonderful.
2596,1652,29,neutral,Windows 7 Starter,46,This system came loaded with Windows 7 Starter.
614,1653,6,negative,battery life,18,"-When battery life went to 4 hours or less, took it to the MacHouse Amsterdam for repair (26th of August)."
171,1654,4,negative,battery,11,The battery gets so HOT it is scary.
2753,1655,44,positive,programs,52,Best thing is I can use existing 32 bit old programs.
3,1656,32,positive,keys,36,It's so nice to look at and the keys are easy to type with.
3,1656,16,positive,look,20,It's so nice to look at and the keys are easy to type with.
1644,1657,,,,,The apple macbook pro nothing to say butprofessionally great and outstanding.
332,1658,,,,,"It's also very energy efficient, running on a quarter of the power it takes to run a 60 Watt lightbulb."
1641,1659,46,negative,Windows,53,I am forever changed and will no longer buy a Windows based machine for personal use.
1680,1660,,,,,"Mom, Dad, Brother, sister, You name it!"
1164,1661,,,,,but it came back in even worse shape.
2814,1662,46,negative,mouse keys,56,The only thing I would change about it is the mouse keys.
43,1663,69,negative,features,77,"It is absolutely horrible to use, despite all its so called advanced features."
43,1663,29,negative,use,32,"It is absolutely horrible to use, despite all its so called advanced features."
1056,1664,72,neutral,drivers,79,"Before, I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site."
1056,1664,24,neutral,Windows 7 Ultimate,42,"Before, I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site."
2996,1665,68,negative,mute,72,I have to keep turning it until it decides to lower and there is no mute.
3022,1666,36,positive,color reproduction,54,It's still beautiful and has better color reproduction than I could ever expect from a notebook.
1850,1667,86,neutral,warranty,94,After that I turned to email in my next vain help to get them to acknowledge that the warranty was still valid.
2184,1668,,,,,"So far, a great product."
2368,1669,30,positive,use,33,He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.
2233,1670,50,positive,start up,58,"u can do what u want in just few seconds, even to start up your computer takes few seconds."
