/Reviews,,,,,
/Review/@rid,/Review/#id,/Review/Opinions/Opinion/@category,/Review/Opinions/Opinion/@polarity,/Review/sentences/sentence/@id,/Review/sentences/sentence/text
22527,204,,,22527:2,"Понравилось оформление стола, подсвечник с горящими свечами создал уютную атмосферу семейного торжества."
22527,204,,,22527:3,"Обслуживание прекрасное: тарелки убирали сразу, новые блюда приносили быстро, так что ничего не надо было ждать."
22527,204,,,22527:4,"Кухня тоже приятно удивила, особенно размер порций."
22527,204,,,22527:5,Все было свежим и отменно вкусным.
22527,204,,,22527:6,"Единственное ""но""- это отсутствие живой музыки, с ней наш вечер был бы еще приятнее."
22527,204,,,22527:7,иЗа сравнительно небольшие деньги отлично отдохнули и поели.
22527,204,,,22527:8,"Следующий раз не буду думать, куда пойти отмечать какое-нибудь торжество."
18780,205,AMBIENCE#GENERAL,positive,,
18780,205,SERVICE#GENERAL,positive,,
18780,205,RESTAURANT#GENERAL,positive,,
18780,205,FOOD#QUALITY,positive,,
