/Reviews,,,,,,
/Review/@rid,/Review/#id,/Review/Opinions/Opinion/@category,/Review/Opinions/Opinion/@polarity,/Review/sentences/sentence/@id,/Review/sentences/sentence/Opinions,/Review/sentences/sentence/text
B00KMRGF28_212_A22IB8C8G5YVZD,243,,,B00KMRGF28_212_A22IB8C8G5YVZD:1,,"I use it for school, its quick and has everything I need on it."
B00KMRGF28_212_A22IB8C8G5YVZD,243,,,B00KMRGF28_212_A22IB8C8G5YVZD:2,,Good battery life as well.
B00D7Z84OY_6_A3LVQPXOZD4VIT,244,LAPTOP#CONNECTIVITY,negative,,,
B00D7Z84OY_6_A3LVQPXOZD4VIT,244,HARDWARE#QUALITY,negative,,,
B00D7Z84OY_6_A3LVQPXOZD4VIT,244,HARDWARE#OPERATION_PERFORMANCE,negative,,,
B00D7Z84OY_6_A3LVQPXOZD4VIT,244,SUPPORT#QUALITY,negative,,,
B00D7Z84OY_6_A3LVQPXOZD4VIT,244,COMPANY#GENERAL,negative,,,
B00D7Z84OY_6_A3LVQPXOZD4VIT,244,LAPTOP#GENERAL,negative,,,
B00D7Z84OY_6_A3LVQPXOZD4VIT,244,,,B00D7Z84OY_6_A3LVQPXOZD4VIT:0,,Wifi card not working right out of the box.
B00D7Z84OY_6_A3LVQPXOZD4VIT,244,,,B00D7Z84OY_6_A3LVQPXOZD4VIT:1,,Dealing with HP support is a ridiculous and painful experience.
B00D7Z84OY_6_A3LVQPXOZD4VIT,244,,,B00D7Z84OY_6_A3LVQPXOZD4VIT:2,,"I have spent more than 2.5 hours on the phone with them (over 4 different calls), only to get no where."
B00D7Z84OY_6_A3LVQPXOZD4VIT,244,,,B00D7Z84OY_6_A3LVQPXOZD4VIT:3,,"Now I'm looking into the return process, which I'm sure will just be loads of fun, if my prior experience is any indication."
B00D7Z84OY_6_A3LVQPXOZD4VIT,244,,,B00D7Z84OY_6_A3LVQPXOZD4VIT:4,,"Seriously, save yourself the hassle and purchase from a different company."
B00D7Z84OY_6_A3LVQPXOZD4VIT,244,,,B00D7Z84OY_6_A3LVQPXOZD4VIT:5,,"Used to love HP products, but this has soured me on the whole company."
B00FU83YWS_25_A3504VWFA6UMTO,245,LAPTOP#GENERAL,positive,,,
B00FU83YWS_25_A3504VWFA6UMTO,245,,,B00FU83YWS_25_A3504VWFA6UMTO:0,,Did not disappoint me at all.
B00FU83YWS_25_A3504VWFA6UMTO,245,,,B00FU83YWS_25_A3504VWFA6UMTO:1,,Lenovo is the best laptop.
B00FU83YWS_20_ANRBJAFRZR1M8,246,LAPTOP#GENERAL,positive,,,
B00FU83YWS_20_ANRBJAFRZR1M8,246,KEYBOARD#USABILITY,positive,,,
B00FU83YWS_20_ANRBJAFRZR1M8,246,KEYBOARD#GENERAL,positive,,,
B00FU83YWS_20_ANRBJAFRZR1M8,246,,,B00FU83YWS_20_ANRBJAFRZR1M8:0,,"We haven't used it enough or had it long enough to give it 5 stars, but so far it has been a very good laptop."
B00FU83YWS_20_ANRBJAFRZR1M8,246,,,B00FU83YWS_20_ANRBJAFRZR1M8:1,,Several other reviewers made comments on the keyboard and now I can understand why --- this keyboard is the nicest to use of any laptop we've ever owned.
B00FU83YWS_20_ANRBJAFRZR1M8,246,,,B00FU83YWS_20_ANRBJAFRZR1M8:2,,"I'm a life-long desktop computer user, and the keyboard on this laptop is as close to a ""normal"" keyboard as I've ever seen."
B00FU83YWS_20_ANRBJAFRZR1M8,246,,,B00FU83YWS_20_ANRBJAFRZR1M8:3,,We like this new laptop -- a lot!
B00FU83YWS_36_A21F9QHZIQH13I,247,LAPTOP#OPERATION_PERFORMANCE,positive,,,
B00FU83YWS_36_A21F9QHZIQH13I,247,LAPTOP#PRICE,neutral,,,
B00FU83YWS_36_A21F9QHZIQH13I,247,LAPTOP#DESIGN_FEATURES,positive,,,
B00FU83YWS_36_A21F9QHZIQH13I,247,SOFTWARE#MISCELLANEOUS,positive,,,
B00FU83YWS_36_A21F9QHZIQH13I,247,COMPANY#GENERAL,positive,,,
B00FU83YWS_36_A21F9QHZIQH13I,247,BATTERY#OPERATION_PERFORMANCE,positive,,,
B00FU83YWS_36_A21F9QHZIQH13I,247,KEYBOARD#QUALITY,positive,,,
B00FU83YWS_36_A21F9QHZIQH13I,247,MOUSE#DESIGN_FEATURES,neutral,,,
B00FU83YWS_36_A21F9QHZIQH13I,247,MOUSE#USABILITY,neutral,,,
B00FU83YWS_36_A21F9QHZIQH13I,247,LAPTOP#GENERAL,positive,,,
B00FU83YWS_36_A21F9QHZIQH13I,247,,,B00FU83YWS_36_A21F9QHZIQH13I:0,,Very good performer for the price.
B00FU83YWS_36_A21F9QHZIQH13I,247,,,B00FU83YWS_36_A21F9QHZIQH13I:1,,"Not blazing fast, but quick enough."
B00FU83YWS_36_A21F9QHZIQH13I,247,,,B00FU83YWS_36_A21F9QHZIQH13I:2,,One really nice thing about Lenovo laptops is that they are not cluttered with a bunch or trial software.
B00FU83YWS_36_A21F9QHZIQH13I,247,,,B00FU83YWS_36_A21F9QHZIQH13I:3,,The desktop was clean once I got it up and running.
B00FU83YWS_36_A21F9QHZIQH13I,247,,,B00FU83YWS_36_A21F9QHZIQH13I:4,,"Battery life is above average, and it charges quickly."
B00FU83YWS_36_A21F9QHZIQH13I,247,,,B00FU83YWS_36_A21F9QHZIQH13I:5,,Keyboard is sturdy.
B00FU83YWS_36_A21F9QHZIQH13I,247,,,B00FU83YWS_36_A21F9QHZIQH13I:6,,"The touch pad takes a little getting used to as the ""click"" buttons are on top instead of the bottom."
B00FU83YWS_36_A21F9QHZIQH13I,247,,,B00FU83YWS_36_A21F9QHZIQH13I:7,,I will be considering Lenovo for all future laptop purchases.
B00FU83YWS_5_A32LJA5R33Y631,248,LAPTOP#OPERATION_PERFORMANCE,negative,,,
B00FU83YWS_5_A32LJA5R33Y631,248,LAPTOP#QUALITY,negative,,,
B00FU83YWS_5_A32LJA5R33Y631,248,LAPTOP#GENERAL,negative,,,
B00FU83YWS_5_A32LJA5R33Y631,248,,,B00FU83YWS_5_A32LJA5R33Y631:0,,ouch.
B00FU83YWS_5_A32LJA5R33Y631,248,,,B00FU83YWS_5_A32LJA5R33Y631:1,,it stopped working 31 days after purchase.
B00FU83YWS_5_A32LJA5R33Y631,248,,,B00FU83YWS_5_A32LJA5R33Y631:2,,i just tried to restart it.
B00FU83YWS_5_A32LJA5R33Y631,248,,,B00FU83YWS_5_A32LJA5R33Y631:3,,i hope they can fix it somehow.
B00FU83YWS_5_A32LJA5R33Y631,248,,,B00FU83YWS_5_A32LJA5R33Y631:4,,it was slow and might be problematic.
B00FU83YWS_5_A32LJA5R33Y631,248,,,B00FU83YWS_5_A32LJA5R33Y631:5,,i would shop around for a better one.
B00D7Z84OY_48_A2XVST4DRWHUO2,249,LAPTOP#GENERAL,positive,,,
B00D7Z84OY_48_A2XVST4DRWHUO2,249,LAPTOP#DESIGN_FEATURES,positive,,,
B00D7Z84OY_48_A2XVST4DRWHUO2,249,,,B00D7Z84OY_48_A2XVST4DRWHUO2:0,,I love this laptop.
B00D7Z84OY_48_A2XVST4DRWHUO2,249,,,B00D7Z84OY_48_A2XVST4DRWHUO2:1,,Even my extremely tech savvy boyfriend was impressed with the features and sleek design.
B00D7Z84OY_48_A2XVST4DRWHUO2,249,,,B00D7Z84OY_48_A2XVST4DRWHUO2:2,,"Although I've had it for less than a week, I am very satisfied."
B00FU83YWS_219_A1Y4ZXHXI6KT7B,250,LAPTOP#GENERAL,positive,,,
B00FU83YWS_219_A1Y4ZXHXI6KT7B,250,,,B00FU83YWS_219_A1Y4ZXHXI6KT7B:0,,I love this laptop!
B00FU83YWS_219_A1Y4ZXHXI6KT7B,250,,,B00FU83YWS_219_A1Y4ZXHXI6KT7B:1,,It does everything I need it too!
B00KMRGF28_109_A1EUFUJPPD4V05,251,MOUSE#GENERAL,negative,,,
B00KMRGF28_109_A1EUFUJPPD4V05,251,MOUSE#QUALITY,negative,,,
B00KMRGF28_109_A1EUFUJPPD4V05,251,MOUSE#DESIGN_FEATURES,negative,,,
B00KMRGF28_109_A1EUFUJPPD4V05,251,MOUSE#USABILITY,neutral,,,
B00KMRGF28_109_A1EUFUJPPD4V05,251,LAPTOP#QUALITY,negative,,,
B00KMRGF28_109_A1EUFUJPPD4V05,251,LAPTOP#GENERAL,negative,,,
B00KMRGF28_109_A1EUFUJPPD4V05,251,,,B00KMRGF28_109_A1EUFUJPPD4V05:0,,Immediately didn't like the track buttons.
B00KMRGF28_109_A1EUFUJPPD4V05,251,,,B00KMRGF28_109_A1EUFUJPPD4V05:1,,They are loud and clunky but I figured I'd get used to it.
B00KMRGF28_109_A1EUFUJPPD4V05,251,,,B00KMRGF28_109_A1EUFUJPPD4V05:2,,No need to.
B00KMRGF28_109_A1EUFUJPPD4V05,251,,,B00KMRGF28_109_A1EUFUJPPD4V05:3,,The laptop died two days after I received it.
B00KMRGF28_110_A1DQBA28Z04UI1,252,LAPTOP#OPERATION_PERFORMANCE,negative,,,
B00KMRGF28_110_A1DQBA28Z04UI1,252,LAPTOP#GENERAL,negative,,,
B00KMRGF28_110_A1DQBA28Z04UI1,252,LAPTOP#PRICE,neutral,,,
B00KMRGF28_110_A1DQBA28Z04UI1,252,,,B00KMRGF28_110_A1DQBA28Z04UI1:0,,"In all my life i have never come across a computer as slow as this one, it cant perform basic operations and is practically useless."
B00KMRGF28_110_A1DQBA28Z04UI1,252,,,B00KMRGF28_110_A1DQBA28Z04UI1:1,,I just received the laptop and if it runs like this already cant imagine how it would work in the next couple of weeks.
B00KMRGF28_110_A1DQBA28Z04UI1,252,,,B00KMRGF28_110_A1DQBA28Z04UI1:2,,It took almost 20 minutes to boot up.
B00KMRGF28_110_A1DQBA28Z04UI1,252,,,B00KMRGF28_110_A1DQBA28Z04UI1:3,,Please people dont make the same mistake i did.
B00KMRGF28_110_A1DQBA28Z04UI1,252,,,B00KMRGF28_110_A1DQBA28Z04UI1:4,,"This is a complete waste of money, dont let the price fool you!"
B00KMRGF28_128_A1BJWKIOJWBL7N,253,LAPTOP#GENERAL,positive,,,
B00KMRGF28_128_A1BJWKIOJWBL7N,253,MOUSE#OPERATION_PERFORMANCE,negative,,,
B00KMRGF28_128_A1BJWKIOJWBL7N,253,MOUSE#USABILITY,negative,,,
B00KMRGF28_128_A1BJWKIOJWBL7N,253,LAPTOP#PRICE,positive,,,
B00KMRGF28_128_A1BJWKIOJWBL7N,253,,,B00KMRGF28_128_A1BJWKIOJWBL7N:0,,Would be a very nice laptop if the mousepad worked properly.
B00KMRGF28_128_A1BJWKIOJWBL7N,253,,,B00KMRGF28_128_A1BJWKIOJWBL7N:1,,It was not responsive at all to touch.
B00KMRGF28_128_A1BJWKIOJWBL7N,253,,,B00KMRGF28_128_A1BJWKIOJWBL7N:2,,Very frustrating.
B00KMRGF28_128_A1BJWKIOJWBL7N,253,,,B00KMRGF28_128_A1BJWKIOJWBL7N:3,,"And while tapping the mousepad to try to get it to work, your palm would inevitably touch the side which would pull up the side windows and block your ability to find the mouse."
B00KMRGF28_128_A1BJWKIOJWBL7N,253,,,B00KMRGF28_128_A1BJWKIOJWBL7N:4,,"If they can fix this, I think it would be a very nice, cost-effective laptop."
B00KMRGF28_218_A1N9RU7NH4O21I,254,LAPTOP#QUALITY,negative,,,
B00KMRGF28_218_A1N9RU7NH4O21I,254,KEYBOARD#QUALITY,negative,,,
B00KMRGF28_218_A1N9RU7NH4O21I,254,COMPANY#GENERAL,negative,,,
B00KMRGF28_218_A1N9RU7NH4O21I,254,LAPTOP#GENERAL,negative,,,
B00KMRGF28_218_A1N9RU7NH4O21I,254,,,B00KMRGF28_218_A1N9RU7NH4O21I:0,,This laptop broke within the first hour of use.
B00KMRGF28_218_A1N9RU7NH4O21I,254,,,B00KMRGF28_218_A1N9RU7NH4O21I:1,,The 'A' key became jammed so that sometimes it wouldn't press in.
B00KMRGF28_218_A1N9RU7NH4O21I,254,,,B00KMRGF28_218_A1N9RU7NH4O21I:2,,Dell claims they test each key with thousands of mechanical key strokes.
B00KMRGF28_218_A1N9RU7NH4O21I,254,,,B00KMRGF28_218_A1N9RU7NH4O21I:3,,"Also, after restarting the laptop it constantly made high pitched electronic noises."
B00KMRGF28_218_A1N9RU7NH4O21I,254,,,B00KMRGF28_218_A1N9RU7NH4O21I:4,,"I'm sure I just got a bad egg, but instead of getting a replacement I decided to try a different one."
B00KMRGF28_106_AGNDXNERJ5L83,255,LAPTOP#GENERAL,positive,,,
B00KMRGF28_106_AGNDXNERJ5L83,255,LAPTOP#DESIGN_FEATURES,positive,,,
B00KMRGF28_106_AGNDXNERJ5L83,255,LAPTOP#QUALITY,positive,,,
B00KMRGF28_106_AGNDXNERJ5L83,255,LAPTOP#OPERATION_PERFORMANCE,positive,,,
B00KMRGF28_106_AGNDXNERJ5L83,255,LAPTOP#CONNECTIVITY,neutral,,,
B00KMRGF28_106_AGNDXNERJ5L83,255,KEYBOARD#GENERAL,positive,,,
B00KMRGF28_106_AGNDXNERJ5L83,255,OS#GENERAL,positive,,,
B00KMRGF28_106_AGNDXNERJ5L83,255,LAPTOP#PRICE,positive,,,
B00KMRGF28_106_AGNDXNERJ5L83,255,,,B00KMRGF28_106_AGNDXNERJ5L83:0,,I love this laptop.
B00KMRGF28_106_AGNDXNERJ5L83,255,,,B00KMRGF28_106_AGNDXNERJ5L83:1,,"Looks good , well built, and very good speed."
B00KMRGF28_106_AGNDXNERJ5L83,255,,,B00KMRGF28_106_AGNDXNERJ5L83:2,,"Needed a 2 usb adapt. for network plug, no problem."
B00KMRGF28_106_AGNDXNERJ5L83,255,,,B00KMRGF28_106_AGNDXNERJ5L83:3,,"Keyboard is nice and windows 8.1 is great, worried about that coming from xp."
B00KMRGF28_106_AGNDXNERJ5L83,255,,,B00KMRGF28_106_AGNDXNERJ5L83:4,,Price makes this the laptop I was looking for.
B00FU83YWS_262_APGJ4QQPM9QIX,256,LAPTOP#GENERAL,positive,,,
B00FU83YWS_262_APGJ4QQPM9QIX,256,LAPTOP#DESIGN_FEATURES,positive,,,
B00FU83YWS_262_APGJ4QQPM9QIX,256,LAPTOP#CONNECTIVITY,positive,,,
B00FU83YWS_262_APGJ4QQPM9QIX,256,DISPLAY#DESIGN_FEATURES,positive,,,
B00FU83YWS_262_APGJ4QQPM9QIX,256,KEYBOARD#QUALITY,positive,,,
B00FU83YWS_262_APGJ4QQPM9QIX,256,OS#GENERAL,positive,,,
B00FU83YWS_262_APGJ4QQPM9QIX,256,LAPTOP#PRICE,positive,,,
B00FU83YWS_262_APGJ4QQPM9QIX,256,MOUSE#OPERATION_PERFORMANCE,positive,,,
B00FU83YWS_262_APGJ4QQPM9QIX,256,,,B00FU83YWS_262_APGJ4QQPM9QIX:0,,So far I am very happy with this computer.
B00FU83YWS_262_APGJ4QQPM9QIX,256,,,B00FU83YWS_262_APGJ4QQPM9QIX:1,,"It has everything I wanted-- built in Wi-Fi connectibility, a slot for my SD camera memory card, a DVD burner, big beautiful screen, plenty of USB ports (three 3.0 and one 2.0), and a keyboard with a nice touch."
B00FU83YWS_262_APGJ4QQPM9QIX,256,,,B00FU83YWS_262_APGJ4QQPM9QIX:2,,"I liked the fact that it came with Windows 7, but also included Windows 8 to install later if I need it."
B00FU83YWS_262_APGJ4QQPM9QIX,256,,,B00FU83YWS_262_APGJ4QQPM9QIX:3,,The price was good.
B00FU83YWS_262_APGJ4QQPM9QIX,256,,,B00FU83YWS_262_APGJ4QQPM9QIX:4,,"I use a wireless mouse, but the touch pad and the ""red button"" in the middle that works like a little ""joystick"" also work fine."
B00FU83YWS_262_APGJ4QQPM9QIX,256,,,B00FU83YWS_262_APGJ4QQPM9QIX:5,,I wish I had bought this sooner!
B0096VDM8G_45_A2SPGNGEHWEP8R,257,LAPTOP#GENERAL,positive,,,
B0096VDM8G_45_A2SPGNGEHWEP8R,257,DISPLAY#QUALITY,positive,,,
B0096VDM8G_45_A2SPGNGEHWEP8R,257,LAPTOP#QUALITY,positive,,,
B0096VDM8G_45_A2SPGNGEHWEP8R,257,LAPTOP#DESIGN_FEATURES,positive,,,
B0096VDM8G_45_A2SPGNGEHWEP8R,257,CPU#OPERATION_PERFORMANCE,positive,,,
B0096VDM8G_45_A2SPGNGEHWEP8R,257,COMPANY#GENERAL,positive,,,
B0096VDM8G_45_A2SPGNGEHWEP8R,257,LAPTOP#USABILITY,positive,,,
B0096VDM8G_45_A2SPGNGEHWEP8R,257,,,B0096VDM8G_45_A2SPGNGEHWEP8R:0,,Hands down one of my best and most used purchases thus far.
B0096VDM8G_45_A2SPGNGEHWEP8R,257,,,B0096VDM8G_45_A2SPGNGEHWEP8R:1,,The Mid-2014 MacBook Pro does no disappoint...
B0096VDM8G_45_A2SPGNGEHWEP8R,257,,,B0096VDM8G_45_A2SPGNGEHWEP8R:2,,"Retina screen, solid build quality, weight, fast processor and the reliability of the Apple brand."
B0096VDM8G_45_A2SPGNGEHWEP8R,257,,,B0096VDM8G_45_A2SPGNGEHWEP8R:3,,"Cons:Honestly zero con's ... as a Windows PC user the switch over was seamlessly,  I run Parallel when I need Windows."
B0096VDM8G_45_A2SPGNGEHWEP8R,257,,,B0096VDM8G_45_A2SPGNGEHWEP8R:4,,All my devices work flawlessly.
B00KMRGF28_225_A3HI5ZE8DCIM5S,258,LAPTOP#GENERAL,positive,,,
B00KMRGF28_225_A3HI5ZE8DCIM5S,258,OS#USABILITY,neutral,,,
B00KMRGF28_225_A3HI5ZE8DCIM5S,258,LAPTOP#PRICE,positive,,,
B00KMRGF28_225_A3HI5ZE8DCIM5S,258,,,B00KMRGF28_225_A3HI5ZE8DCIM5S:0,,"I'm an amature, so this does more than I can handle."
B00KMRGF28_225_A3HI5ZE8DCIM5S,258,,,B00KMRGF28_225_A3HI5ZE8DCIM5S:1,,"I'm perfectly satisfied, just have to get use to the new 6.1 system I can't see a problem."
B00KMRGF28_225_A3HI5ZE8DCIM5S,258,,,B00KMRGF28_225_A3HI5ZE8DCIM5S:2,,"I' doi9ng fine now, and happy as a bug."
B00KMRGF28_225_A3HI5ZE8DCIM5S,258,,,B00KMRGF28_225_A3HI5ZE8DCIM5S:3,,"The price is great and it does everything I want to do,  Thanks."
320,259,LAPTOP#QUALITY,negative,,,
320,259,LAPTOP#GENERAL,negative,,,
320,259,COMPANY#GENERAL,negative,,,
320,259,,,320:0,,"BOUGHT FROM WAL-MART, I BELIEVE THAT THIS LAPTOP WAS A REPAIRED ITEM."
320,259,,,320:1,,THIS LAPTOP WAS BAD FROM THE FIRST DAY OF USE----BROUGHT IT BACK TO STORE FOR RETURN OF MONEY.
320,259,,,320:2,,NOW AM VERY APREHENSIVE ABOUT TOSHIBA LAPTOPS.
320,259,,,320:3,,WILL NOT EVERY BUY ANOTHER--------LOU
B00D7Z84OY_19_A2KZTN24NDPI8P,260,LAPTOP#DESIGN_FEATURES,positive,,,
B00D7Z84OY_19_A2KZTN24NDPI8P,260,LAPTOP#QUALITY,positive,,,
B00D7Z84OY_19_A2KZTN24NDPI8P,260,LAPTOP#GENERAL,conflict,,,
B00D7Z84OY_19_A2KZTN24NDPI8P,260,LAPTOP#OPERATION_PERFORMANCE,negative,,,
B00D7Z84OY_19_A2KZTN24NDPI8P,260,CPU#OPERATION_PERFORMANCE,negative,,,
B00D7Z84OY_19_A2KZTN24NDPI8P,260,,,B00D7Z84OY_19_A2KZTN24NDPI8P:0,,Look and feel is good.
B00D7Z84OY_19_A2KZTN24NDPI8P,260,,,B00D7Z84OY_19_A2KZTN24NDPI8P:1,,I am experiencing the system little slower than what I have expected.
B00D7Z84OY_19_A2KZTN24NDPI8P,260,,,B00D7Z84OY_19_A2KZTN24NDPI8P:2,,"And processor feels pressured even though I run medium scale programs, watching the way exhaust speed increases."
B00KMRGF28_240_A1LUL9CBASL11L,261,LAPTOP#OPERATION_PERFORMANCE,negative,,,
B00KMRGF28_240_A1LUL9CBASL11L,261,LAPTOP#MISCELLANEOUS,positive,,,
B00KMRGF28_240_A1LUL9CBASL11L,261,LAPTOP#DESIGN_FEATURES,negative,,,
B00KMRGF28_240_A1LUL9CBASL11L,261,LAPTOP#CONNECTIVITY,negative,,,
B00KMRGF28_240_A1LUL9CBASL11L,261,LAPTOP#GENERAL,negative,,,
B00KMRGF28_240_A1LUL9CBASL11L,261,,,B00KMRGF28_240_A1LUL9CBASL11L:0,,Don't expect much in terms of performance from this laptop.
B00KMRGF28_240_A1LUL9CBASL11L,261,,,B00KMRGF28_240_A1LUL9CBASL11L:1,,"It gets the job done in terms of having a computer that can browse the web, use Word/Excel, and the like."
B00KMRGF28_240_A1LUL9CBASL11L,261,,,B00KMRGF28_240_A1LUL9CBASL11L:2,,This laptop does NOT have an RJ-45 Ethernet adapter for wired network connection.
B00FU83YWS_205_ALTYOQRHM0AP7,262,LAPTOP#QUALITY,positive,,,
B00FU83YWS_205_ALTYOQRHM0AP7,262,LAPTOP#OPERATION_PERFORMANCE,neutral,,,
B00FU83YWS_205_ALTYOQRHM0AP7,262,LAPTOP#PRICE,positive,,,
B00FU83YWS_205_ALTYOQRHM0AP7,262,LAPTOP#CONNECTIVITY,negative,,,
B00FU83YWS_205_ALTYOQRHM0AP7,262,LAPTOP#GENERAL,conflict,,,
B00FU83YWS_205_ALTYOQRHM0AP7,262,,,B00FU83YWS_205_ALTYOQRHM0AP7:0,,All the sturdy and substantial feel you expect from a Thinkpad.
B00FU83YWS_205_ALTYOQRHM0AP7,262,,,B00FU83YWS_205_ALTYOQRHM0AP7:1,,Average performance on almost every benchmark but priced accordingly.
B00FU83YWS_205_ALTYOQRHM0AP7,262,,,B00FU83YWS_205_ALTYOQRHM0AP7:2,,Below average on the w-fi adapter which I'm still trying to get to the bottom of.
B00FU83YWS_205_ALTYOQRHM0AP7,262,,,B00FU83YWS_205_ALTYOQRHM0AP7:3,,If the wi-fi adapter will not support duplex operation (still trying to get to the bottom of that) that's a noticeable drawback I'll be grousing about for the entire time I use it.
213,263,LAPTOP#GENERAL,negative,,,
213,263,LAPTOP#OPERATION_PERFORMANCE,neutral,,,
213,263,DISPLAY#QUALITY,negative,,,
213,263,DISPLAY#OPERATION_PERFORMANCE,negative,,,
213,263,SUPPORT#MISCELLANEOUS,negative,,,
213,263,SUPPORT#QUALITY,negative,,,
213,263,,,213:0,,"Not a bad laptop, it's a bit slow, but gets the job done."
213,263,,,213:1,,The lcd screen stopped working on mine after 10 months.
213,263,,,213:2,,I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.
213,263,,,213:3,,"upon giving them the serial number the first thing I was told, was that it was out of warranty and I could pay to have it repaired even though I had the receipt in front of me proving it still had 2 months left on the warranty."
213,263,,,213:4,,even though I had the receipt in front of me proving it still had 2 months left on the warranty.
213,263,,,213:5,,Dealing with the support drone on the other end of the chat was sheer torture.
213,263,,,213:6,,English must have been his third or fourth language.
213,263,,,213:7,,"His language was so bad I swore I was taking the turing test, and it was failing."
213,263,,,213:8,,after trying to get some help he disconnected on me.
213,263,,,213:9,,After that I turned to email in my next vain help to get them to acknowledge that the warranty was still valid.
213,263,,,213:10,,"After 4 days, being denied 6 times and told off once, I managed to get through and was able to send them a scanned copy of the receipt."
213,263,,,213:11,,After that the said it was under warranty.
213,263,,,213:12,,Then they had me jump through many hoops and questions to see if they could find another way to invalidate me.
213,263,,,213:13,,"After they found no other way, they told me to courier it to them(since they don't allow the use of the post office) at my expense, and sent me a 4 page list of very specific packaging instructions to follow or it wouldn't be covered."
213,263,,,213:14,,I managed to comply with these too and now have to wait and see if they can find another way to screw me.
213,263,,,213:15,,They really do have the worlds very worst repair service.
45,264,LAPTOP#GENERAL,positive,,,
45,264,LAPTOP#MISCELLANEOUS,positive,,,
45,264,LAPTOP#USABILITY,neutral,,,
45,264,LAPTOP#QUALITY,positive,,,
45,264,LAPTOP#DESIGN_FEATURES,positive,,,
45,264,SOFTWARE#GENERAL,positive,,,
45,264,SOFTWARE#MISCELLANEOUS,positive,,,
45,264,SOFTWARE#USABILITY,positive,,,
45,264,COMPANY#GENERAL,positive,,,
45,264,,,45:0,,I love my macbook pro!
45,264,,,45:1,,I have been a mac user since the mid 90s.
45,264,,,45:2,,I grew up in a design family so it only made sense.
45,264,,,45:3,,My laptop is almost 2yrs old and I have never had any problems with it.
45,264,,,45:4,,If you are a PC user looking to convert I would HIGHLY recommend it!
45,264,,,45:5,,It may take a little getting used to but you don't have to worry about viruses or other headaches.
45,264,,,45:6,,Not to mention the fact that your mac comes fully loaded with all necessary basic programs.
45,264,,,45:7,,I am ADDICTED to photo booth!
45,264,,,45:8,,It is SO much fun to play with.
45,264,,,45:9,,I work with kids and they love making short videos on there.
45,264,,,45:10,,"I am able to organize my pics, music and files easily."
45,264,,,45:11,,If you have any creativity in you do yourself a favor and get a mac!
B0096VDM8G_65_A1AQ8JT2A3UWMY,265,DISPLAY#GENERAL,positive,,,
B0096VDM8G_65_A1AQ8JT2A3UWMY,265,DISPLAY#QUALITY,positive,,,
B0096VDM8G_65_A1AQ8JT2A3UWMY,265,MULTIMEDIA_DEVICES#GENERAL,positive,,,
B0096VDM8G_65_A1AQ8JT2A3UWMY,265,LAPTOP#OPERATION_PERFORMANCE,conflict,,,
B0096VDM8G_65_A1AQ8JT2A3UWMY,265,FANS_COOLING#QUALITY,negative,,,
B0096VDM8G_65_A1AQ8JT2A3UWMY,265,LAPTOP#QUALITY,negative,,,
B0096VDM8G_65_A1AQ8JT2A3UWMY,265,LAPTOP#USABILITY,negative,,,
B0096VDM8G_65_A1AQ8JT2A3UWMY,265,LAPTOP#DESIGN_FEATURES,negative,,,
B0096VDM8G_65_A1AQ8JT2A3UWMY,265,LAPTOP#PRICE,negative,,,
B0096VDM8G_65_A1AQ8JT2A3UWMY,265,LAPTOP#GENERAL,neutral,,,
B0096VDM8G_65_A1AQ8JT2A3UWMY,265,,,B0096VDM8G_65_A1AQ8JT2A3UWMY:0,,I just bought this laptop yesterday.
B0096VDM8G_65_A1AQ8JT2A3UWMY,265,,,B0096VDM8G_65_A1AQ8JT2A3UWMY:1,,This is how I feel about the laptop so far:
B0096VDM8G_65_A1AQ8JT2A3UWMY,265,,,B0096VDM8G_65_A1AQ8JT2A3UWMY:2,,1.Great display.
B0096VDM8G_65_A1AQ8JT2A3UWMY,265,,,B0096VDM8G_65_A1AQ8JT2A3UWMY:3,,Love the color accuracy.
B0096VDM8G_65_A1AQ8JT2A3UWMY,265,,,B0096VDM8G_65_A1AQ8JT2A3UWMY:4,,2.Very decent speakers.
B0096VDM8G_65_A1AQ8JT2A3UWMY,265,,,B0096VDM8G_65_A1AQ8JT2A3UWMY:5,,3.Fairly fast.
B0096VDM8G_65_A1AQ8JT2A3UWMY,265,,,B0096VDM8G_65_A1AQ8JT2A3UWMY:6,,4.Loud fan when watching 4K video off YouTube.
B0096VDM8G_65_A1AQ8JT2A3UWMY,265,,,B0096VDM8G_65_A1AQ8JT2A3UWMY:7,,Sounds like a washer.
B0096VDM8G_65_A1AQ8JT2A3UWMY,265,,,B0096VDM8G_65_A1AQ8JT2A3UWMY:8,,Machine gets fairly hot near the bottom of the screen.
B0096VDM8G_65_A1AQ8JT2A3UWMY,265,,,B0096VDM8G_65_A1AQ8JT2A3UWMY:9,,5.Best to use the power supply for 4K video viewing.
B0096VDM8G_65_A1AQ8JT2A3UWMY,265,,,B0096VDM8G_65_A1AQ8JT2A3UWMY:10,,Battery power laptop had difficulties computing.
B0096VDM8G_65_A1AQ8JT2A3UWMY,265,,,B0096VDM8G_65_A1AQ8JT2A3UWMY:11,,6.Still feels too heavy to me.
B0096VDM8G_65_A1AQ8JT2A3UWMY,265,,,B0096VDM8G_65_A1AQ8JT2A3UWMY:12,,Could lose another pound or two.
